ID,Nombre,Apellido,Rol,Departamento,Sucursal/Asignación,Teléfono
1058,Nombre_1058,Apellido_1058,Asesor Financiero,Chiquimula,Sucursal/Agencia 379,+502 8799-8783
1059,Nombre_1059,Apellido_1059,Cajero,Quetzaltenango,Sucursal/Agencia 958,+502 5833-7757
1060,Nombre_1060,Apellido_1060,Cumplimiento,Sacatepéquez,Sucursal/Agencia 937,+502 7177-7500
1061,Nombre_1061,Apellido_1061,Atención al Cliente,Escuintla,Sucursal/Agencia 898,+502 7205-1555
1062,Nombre_1062,Apellido_1062,Cajero,Alta Verapaz,Sucursal/Agencia 495,+502 9463-6431
1063,Nombre_1063,Apellido_1063,Administrador,Chiquimula,Sucursal/Agencia 66,+502 9735-6133
1064,Nombre_1064,Apellido_1064,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 794,+502 4547-7085
1065,Nombre_1065,Apellido_1065,Cumplimiento,Huehuetenango,Sucursal/Agencia 654,+502 8610-9198
1066,Nombre_1066,Apellido_1066,Oficial de Crédito,Alta Verapaz,Sucursal/Agencia 789,+502 1878-8314
1067,Nombre_1067,Apellido_1067,Auditor Interno,Jutiapa,Sucursal/Agencia 675,+502 6782-9458
1068,Nombre_1068,Apellido_1068,Cumplimiento,Chiquimula,Sucursal/Agencia 124,+502 9180-6964
1069,Nombre_1069,Apellido_1069,Ejecutivo de Cuentas,Quetzaltenango,Sucursal/Agencia 999,+502 5411-4426
1070,Nombre_1070,Apellido_1070,Administrador,Jalapa,Sucursal/Agencia 554,+502 7414-1786
1071,Nombre_1071,Apellido_1071,Soporte Técnico,Petén,Sucursal/Agencia 743,+502 6696-5577
1072,Nombre_1072,Apellido_1072,Ejecutivo de Cuentas,Quetzaltenango,Sucursal/Agencia 545,+502 1515-9248
1073,Nombre_1073,Apellido_1073,Administrador,Alta Verapaz,Sucursal/Agencia 244,+502 5993-5879
1074,Nombre_1074,Apellido_1074,Oficial de Crédito,Quetzaltenango,Sucursal/Agencia 773,+502 6112-7859
1075,Nombre_1075,Apellido_1075,Ejecutivo de Cuentas,Quetzaltenango,Sucursal/Agencia 9,+502 6606-7197
1076,Nombre_1076,Apellido_1076,Auditor Interno,Jutiapa,Sucursal/Agencia 68,+502 4975-2864
1077,Nombre_1077,Apellido_1077,Ejecutivo de Cuentas,Alta Verapaz,Sucursal/Agencia 853,+502 1227-6559
1078,Nombre_1078,Apellido_1078,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 646,+502 1377-1028
1079,Nombre_1079,Apellido_1079,Asesor Financiero,Jalapa,Sucursal/Agencia 132,+502 4642-6427
1080,Nombre_1080,Apellido_1080,Soporte Técnico,Chiquimula,Sucursal/Agencia 415,+502 7860-5498
1081,Nombre_1081,Apellido_1081,Auditor Interno,Sacatepéquez,Sucursal/Agencia 513,+502 4238-7668
1082,Nombre_1082,Apellido_1082,Atención al Cliente,Chiquimula,Sucursal/Agencia 578,+502 3560-7743
1083,Nombre_1083,Apellido_1083,Atención al Cliente,Escuintla,Sucursal/Agencia 815,+502 9118-6067
1084,Nombre_1084,Apellido_1084,Cajero,Chiquimula,Sucursal/Agencia 3,+502 8627-1560
1085,Nombre_1085,Apellido_1085,Cajero,Alta Verapaz,Sucursal/Agencia 7,+502 9468-5505
1086,Nombre_1086,Apellido_1086,Auditor Interno,Huehuetenango,Sucursal/Agencia 182,+502 2518-8382
1087,Nombre_1087,Apellido_1087,Auditor Interno,Huehuetenango,Sucursal/Agencia 463,+502 2794-4338
1088,Nombre_1088,Apellido_1088,Auditor Interno,Guatemala,Sucursal/Agencia 679,+502 1960-9553
1089,Nombre_1089,Apellido_1089,Administrador,Chiquimula,Sucursal/Agencia 30,+502 6411-5925
1090,Nombre_1090,Apellido_1090,Administrador,Quetzaltenango,Sucursal/Agencia 257,+502 2730-6434
1091,Nombre_1091,Apellido_1091,Administrador,Guatemala,Sucursal/Agencia 843,+502 5009-7077
1092,Nombre_1092,Apellido_1092,Atención al Cliente,Jutiapa,Sucursal/Agencia 874,+502 9958-1943
1093,Nombre_1093,Apellido_1093,Oficial de Crédito,Jalapa,Sucursal/Agencia 869,+502 4762-5194
1094,Nombre_1094,Apellido_1094,Asesor Financiero,Huehuetenango,Sucursal/Agencia 806,+502 9634-2568
1095,Nombre_1095,Apellido_1095,Auditor Interno,Quetzaltenango,Sucursal/Agencia 433,+502 4761-5599
1096,Nombre_1096,Apellido_1096,Administrador,Jutiapa,Sucursal/Agencia 802,+502 1972-7230
1097,Nombre_1097,Apellido_1097,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 694,+502 6039-5907
1098,Nombre_1098,Apellido_1098,Oficial de Crédito,Escuintla,Sucursal/Agencia 174,+502 6214-8545
1099,Nombre_1099,Apellido_1099,Auditor Interno,Sacatepéquez,Sucursal/Agencia 115,+502 9382-3449
1100,Nombre_1100,Apellido_1100,Administrador,Quetzaltenango,Sucursal/Agencia 190,+502 1630-6010
1101,Nombre_1101,Apellido_1101,Cajero,Guatemala,Sucursal/Agencia 70,+502 8332-6026
1102,Nombre_1102,Apellido_1102,Asesor Financiero,Quetzaltenango,Sucursal/Agencia 786,+502 8978-3785
1103,Nombre_1103,Apellido_1103,Oficial de Crédito,Huehuetenango,Sucursal/Agencia 213,+502 9011-3600
1104,Nombre_1104,Apellido_1104,Ejecutivo de Cuentas,Escuintla,Sucursal/Agencia 739,+502 4213-4261
1105,Nombre_1105,Apellido_1105,Soporte Técnico,Jutiapa,Sucursal/Agencia 798,+502 8290-5395
1106,Nombre_1106,Apellido_1106,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 397,+502 3698-7495
1107,Nombre_1107,Apellido_1107,Administrador,Jutiapa,Sucursal/Agencia 562,+502 5884-9463
1108,Nombre_1108,Apellido_1108,Administrador,Jutiapa,Sucursal/Agencia 957,+502 7037-2291
1109,Nombre_1109,Apellido_1109,Administrador,Alta Verapaz,Sucursal/Agencia 480,+502 6709-6774
1110,Nombre_1110,Apellido_1110,Soporte Técnico,Jalapa,Sucursal/Agencia 519,+502 8256-9548
1111,Nombre_1111,Apellido_1111,Ejecutivo de Cuentas,Escuintla,Sucursal/Agencia 782,+502 9539-4732
1112,Nombre_1112,Apellido_1112,Administrador,Guatemala,Sucursal/Agencia 965,+502 9418-4697
1113,Nombre_1113,Apellido_1113,Oficial de Crédito,Sacatepéquez,Sucursal/Agencia 437,+502 9362-4428
1114,Nombre_1114,Apellido_1114,Atención al Cliente,Guatemala,Sucursal/Agencia 529,+502 9207-2256
1115,Nombre_1115,Apellido_1115,Ejecutivo de Cuentas,Guatemala,Sucursal/Agencia 44,+502 4509-6592
1116,Nombre_1116,Apellido_1116,Cajero,Guatemala,Sucursal/Agencia 384,+502 5314-6339
1117,Nombre_1117,Apellido_1117,Ejecutivo de Cuentas,Sacatepéquez,Sucursal/Agencia 362,+502 4379-9025
1118,Nombre_1118,Apellido_1118,Ejecutivo de Cuentas,Guatemala,Sucursal/Agencia 398,+502 9063-6649
1119,Nombre_1119,Apellido_1119,Cumplimiento,Huehuetenango,Sucursal/Agencia 973,+502 3252-6207
1120,Nombre_1120,Apellido_1120,Asesor Financiero,Huehuetenango,Sucursal/Agencia 117,+502 2260-2922
1121,Nombre_1121,Apellido_1121,Oficial de Crédito,Alta Verapaz,Sucursal/Agencia 184,+502 1465-9129
1122,Nombre_1122,Apellido_1122,Soporte Técnico,Chiquimula,Sucursal/Agencia 613,+502 2922-7861
1123,Nombre_1123,Apellido_1123,Administrador,Petén,Sucursal/Agencia 678,+502 5759-3910
1124,Nombre_1124,Apellido_1124,Cajero,Chiquimula,Sucursal/Agencia 807,+502 7653-2778
1125,Nombre_1125,Apellido_1125,Soporte Técnico,Jalapa,Sucursal/Agencia 345,+502 2242-1253
1126,Nombre_1126,Apellido_1126,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 90,+502 1857-8012
1127,Nombre_1127,Apellido_1127,Ejecutivo de Cuentas,Chiquimula,Sucursal/Agencia 634,+502 6789-4606
1128,Nombre_1128,Apellido_1128,Cumplimiento,Chiquimula,Sucursal/Agencia 359,+502 2841-9450
1129,Nombre_1129,Apellido_1129,Administrador,Quetzaltenango,Sucursal/Agencia 243,+502 7926-4580
1130,Nombre_1130,Apellido_1130,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 853,+502 8532-4590
1131,Nombre_1131,Apellido_1131,Asesor Financiero,Quetzaltenango,Sucursal/Agencia 409,+502 7365-8612
1132,Nombre_1132,Apellido_1132,Atención al Cliente,Escuintla,Sucursal/Agencia 927,+502 7412-1420
1133,Nombre_1133,Apellido_1133,Asesor Financiero,Quetzaltenango,Sucursal/Agencia 899,+502 4354-2706
1134,Nombre_1134,Apellido_1134,Atención al Cliente,Guatemala,Sucursal/Agencia 446,+502 8151-2265
1135,Nombre_1135,Apellido_1135,Atención al Cliente,Escuintla,Sucursal/Agencia 327,+502 2774-6383
1136,Nombre_1136,Apellido_1136,Atención al Cliente,Jalapa,Sucursal/Agencia 808,+502 9471-2781
1137,Nombre_1137,Apellido_1137,Soporte Técnico,Huehuetenango,Sucursal/Agencia 977,+502 3956-9735
1138,Nombre_1138,Apellido_1138,Auditor Interno,Guatemala,Sucursal/Agencia 361,+502 5445-5348
1139,Nombre_1139,Apellido_1139,Cumplimiento,Huehuetenango,Sucursal/Agencia 956,+502 1163-4215
1140,Nombre_1140,Apellido_1140,Administrador,Alta Verapaz,Sucursal/Agencia 741,+502 4734-2760
1141,Nombre_1141,Apellido_1141,Soporte Técnico,Alta Verapaz,Sucursal/Agencia 147,+502 2460-8091
1142,Nombre_1142,Apellido_1142,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 583,+502 1938-4584
1143,Nombre_1143,Apellido_1143,Administrador,Alta Verapaz,Sucursal/Agencia 731,+502 9207-1389
1144,Nombre_1144,Apellido_1144,Ejecutivo de Cuentas,Chiquimula,Sucursal/Agencia 324,+502 5856-8931
1145,Nombre_1145,Apellido_1145,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 720,+502 3275-3753
1146,Nombre_1146,Apellido_1146,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 609,+502 1928-3514
1147,Nombre_1147,Apellido_1147,Auditor Interno,Quetzaltenango,Sucursal/Agencia 672,+502 8113-1201
1148,Nombre_1148,Apellido_1148,Cumplimiento,Chiquimula,Sucursal/Agencia 724,+502 8246-3965
1149,Nombre_1149,Apellido_1149,Administrador,Jutiapa,Sucursal/Agencia 327,+502 2145-3494
1150,Nombre_1150,Apellido_1150,Oficial de Crédito,Huehuetenango,Sucursal/Agencia 590,+502 6325-6092
1151,Nombre_1151,Apellido_1151,Soporte Técnico,Sacatepéquez,Sucursal/Agencia 643,+502 9342-9882
1152,Nombre_1152,Apellido_1152,Oficial de Crédito,Quetzaltenango,Sucursal/Agencia 573,+502 5466-6141
1153,Nombre_1153,Apellido_1153,Cumplimiento,Huehuetenango,Sucursal/Agencia 105,+502 8211-7227
1154,Nombre_1154,Apellido_1154,Ejecutivo de Cuentas,Jutiapa,Sucursal/Agencia 458,+502 8968-5594
1155,Nombre_1155,Apellido_1155,Ejecutivo de Cuentas,Jalapa,Sucursal/Agencia 879,+502 2387-6830
1156,Nombre_1156,Apellido_1156,Gerente de Sucursal,Guatemala,Sucursal/Agencia 76,+502 2131-1265
1157,Nombre_1157,Apellido_1157,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 550,+502 4420-9461
1158,Nombre_1158,Apellido_1158,Administrador,Huehuetenango,Sucursal/Agencia 774,+502 5932-5070
1159,Nombre_1159,Apellido_1159,Atención al Cliente,Chiquimula,Sucursal/Agencia 684,+502 1478-2787
1160,Nombre_1160,Apellido_1160,Oficial de Crédito,Huehuetenango,Sucursal/Agencia 333,+502 9221-6201
1161,Nombre_1161,Apellido_1161,Administrador,Petén,Sucursal/Agencia 748,+502 5999-5641
1162,Nombre_1162,Apellido_1162,Asesor Financiero,Jutiapa,Sucursal/Agencia 79,+502 7898-7330
1163,Nombre_1163,Apellido_1163,Cumplimiento,Jutiapa,Sucursal/Agencia 919,+502 6437-8347
1164,Nombre_1164,Apellido_1164,Gerente de Sucursal,Petén,Sucursal/Agencia 864,+502 8523-5010
1165,Nombre_1165,Apellido_1165,Oficial de Crédito,Petén,Sucursal/Agencia 668,+502 8268-1805
1166,Nombre_1166,Apellido_1166,Gerente de Sucursal,Sacatepéquez,Sucursal/Agencia 382,+502 7809-7777
1167,Nombre_1167,Apellido_1167,Cajero,Quetzaltenango,Sucursal/Agencia 846,+502 8462-6562
1168,Nombre_1168,Apellido_1168,Cajero,Alta Verapaz,Sucursal/Agencia 456,+502 8276-7829
1169,Nombre_1169,Apellido_1169,Cumplimiento,Jutiapa,Sucursal/Agencia 301,+502 5852-5233
1170,Nombre_1170,Apellido_1170,Gerente de Sucursal,Jutiapa,Sucursal/Agencia 669,+502 9485-2214
1171,Nombre_1171,Apellido_1171,Administrador,Chiquimula,Sucursal/Agencia 983,+502 1911-6056
1172,Nombre_1172,Apellido_1172,Atención al Cliente,Huehuetenango,Sucursal/Agencia 14,+502 7737-5064
1173,Nombre_1173,Apellido_1173,Auditor Interno,Huehuetenango,Sucursal/Agencia 723,+502 5771-3707
1174,Nombre_1174,Apellido_1174,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 24,+502 3680-7787
1175,Nombre_1175,Apellido_1175,Cajero,Guatemala,Sucursal/Agencia 227,+502 4772-8047
1176,Nombre_1176,Apellido_1176,Asesor Financiero,Quetzaltenango,Sucursal/Agencia 383,+502 3914-2115
1177,Nombre_1177,Apellido_1177,Oficial de Crédito,Alta Verapaz,Sucursal/Agencia 897,+502 7199-2914
1178,Nombre_1178,Apellido_1178,Ejecutivo de Cuentas,Huehuetenango,Sucursal/Agencia 392,+502 1850-8934
1179,Nombre_1179,Apellido_1179,Cumplimiento,Guatemala,Sucursal/Agencia 728,+502 6798-6473
1180,Nombre_1180,Apellido_1180,Administrador,Quetzaltenango,Sucursal/Agencia 345,+502 6490-8488
1181,Nombre_1181,Apellido_1181,Ejecutivo de Cuentas,Huehuetenango,Sucursal/Agencia 592,+502 8526-8745
1182,Nombre_1182,Apellido_1182,Ejecutivo de Cuentas,Huehuetenango,Sucursal/Agencia 488,+502 8760-5222
1183,Nombre_1183,Apellido_1183,Soporte Técnico,Chiquimula,Sucursal/Agencia 405,+502 2429-7784
1184,Nombre_1184,Apellido_1184,Administrador,Alta Verapaz,Sucursal/Agencia 433,+502 4661-5236
1185,Nombre_1185,Apellido_1185,Soporte Técnico,Alta Verapaz,Sucursal/Agencia 404,+502 9395-9218
1186,Nombre_1186,Apellido_1186,Ejecutivo de Cuentas,Escuintla,Sucursal/Agencia 515,+502 1538-1108
1187,Nombre_1187,Apellido_1187,Administrador,Jutiapa,Sucursal/Agencia 866,+502 2391-3925
1188,Nombre_1188,Apellido_1188,Oficial de Crédito,Escuintla,Sucursal/Agencia 211,+502 4990-3241
1189,Nombre_1189,Apellido_1189,Gerente de Sucursal,Jutiapa,Sucursal/Agencia 323,+502 1573-4973
1190,Nombre_1190,Apellido_1190,Gerente de Sucursal,Jutiapa,Sucursal/Agencia 828,+502 5412-9850
1191,Nombre_1191,Apellido_1191,Cajero,Sacatepéquez,Sucursal/Agencia 939,+502 9070-4060
1192,Nombre_1192,Apellido_1192,Cumplimiento,Huehuetenango,Sucursal/Agencia 77,+502 6042-5372
1193,Nombre_1193,Apellido_1193,Administrador,Alta Verapaz,Sucursal/Agencia 500,+502 1074-4671
1194,Nombre_1194,Apellido_1194,Cajero,Petén,Sucursal/Agencia 685,+502 8193-9692
1195,Nombre_1195,Apellido_1195,Cajero,Alta Verapaz,Sucursal/Agencia 524,+502 9683-4446
1196,Nombre_1196,Apellido_1196,Soporte Técnico,Jalapa,Sucursal/Agencia 518,+502 7875-1588
1197,Nombre_1197,Apellido_1197,Ejecutivo de Cuentas,Chiquimula,Sucursal/Agencia 925,+502 7288-9125
1198,Nombre_1198,Apellido_1198,Cajero,Huehuetenango,Sucursal/Agencia 646,+502 2974-5098
1199,Nombre_1199,Apellido_1199,Oficial de Crédito,Jalapa,Sucursal/Agencia 444,+502 2686-7388
1200,Nombre_1200,Apellido_1200,Cumplimiento,Quetzaltenango,Sucursal/Agencia 976,+502 7749-6016
1201,Nombre_1201,Apellido_1201,Soporte Técnico,Sacatepéquez,Sucursal/Agencia 479,+502 5581-8026
1202,Nombre_1202,Apellido_1202,Administrador,Escuintla,Sucursal/Agencia 556,+502 2692-7142
1203,Nombre_1203,Apellido_1203,Cajero,Huehuetenango,Sucursal/Agencia 57,+502 5130-4288
1204,Nombre_1204,Apellido_1204,Cumplimiento,Jutiapa,Sucursal/Agencia 122,+502 5247-3164
1205,Nombre_1205,Apellido_1205,Soporte Técnico,Alta Verapaz,Sucursal/Agencia 607,+502 6075-6065
1206,Nombre_1206,Apellido_1206,Auditor Interno,Chiquimula,Sucursal/Agencia 657,+502 9285-8526
1207,Nombre_1207,Apellido_1207,Administrador,Guatemala,Sucursal/Agencia 152,+502 6226-6824
1208,Nombre_1208,Apellido_1208,Cajero,Chiquimula,Sucursal/Agencia 937,+502 8179-9127
1209,Nombre_1209,Apellido_1209,Atención al Cliente,Jalapa,Sucursal/Agencia 328,+502 3522-2274
1210,Nombre_1210,Apellido_1210,Atención al Cliente,Huehuetenango,Sucursal/Agencia 186,+502 4820-6233
1211,Nombre_1211,Apellido_1211,Cumplimiento,Petén,Sucursal/Agencia 939,+502 3119-9302
1212,Nombre_1212,Apellido_1212,Asesor Financiero,Escuintla,Sucursal/Agencia 913,+502 9599-7190
1213,Nombre_1213,Apellido_1213,Ejecutivo de Cuentas,Alta Verapaz,Sucursal/Agencia 341,+502 9786-7001
1214,Nombre_1214,Apellido_1214,Asesor Financiero,Quetzaltenango,Sucursal/Agencia 368,+502 2822-1053
1215,Nombre_1215,Apellido_1215,Cumplimiento,Sacatepéquez,Sucursal/Agencia 625,+502 7064-8332
1216,Nombre_1216,Apellido_1216,Auditor Interno,Guatemala,Sucursal/Agencia 147,+502 9089-7513
1217,Nombre_1217,Apellido_1217,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 584,+502 4327-6860
1218,Nombre_1218,Apellido_1218,Cajero,Petén,Sucursal/Agencia 600,+502 6989-4917
1219,Nombre_1219,Apellido_1219,Oficial de Crédito,Chiquimula,Sucursal/Agencia 240,+502 8662-6936
1220,Nombre_1220,Apellido_1220,Cumplimiento,Escuintla,Sucursal/Agencia 356,+502 9301-9770
1221,Nombre_1221,Apellido_1221,Ejecutivo de Cuentas,Jutiapa,Sucursal/Agencia 199,+502 1955-7113
1222,Nombre_1222,Apellido_1222,Ejecutivo de Cuentas,Quetzaltenango,Sucursal/Agencia 480,+502 8427-3033
1223,Nombre_1223,Apellido_1223,Cajero,Escuintla,Sucursal/Agencia 624,+502 1262-9108
1224,Nombre_1224,Apellido_1224,Cajero,Chiquimula,Sucursal/Agencia 904,+502 1975-5348
1225,Nombre_1225,Apellido_1225,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 367,+502 5293-1923
1226,Nombre_1226,Apellido_1226,Administrador,Petén,Sucursal/Agencia 625,+502 2470-5784
1227,Nombre_1227,Apellido_1227,Administrador,Huehuetenango,Sucursal/Agencia 500,+502 7138-9233
1228,Nombre_1228,Apellido_1228,Cumplimiento,Jalapa,Sucursal/Agencia 703,+502 8877-3962
1229,Nombre_1229,Apellido_1229,Oficial de Crédito,Escuintla,Sucursal/Agencia 188,+502 9563-2468
1230,Nombre_1230,Apellido_1230,Soporte Técnico,Escuintla,Sucursal/Agencia 27,+502 9886-7602
1231,Nombre_1231,Apellido_1231,Cumplimiento,Chiquimula,Sucursal/Agencia 629,+502 5366-5556
1232,Nombre_1232,Apellido_1232,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 924,+502 9291-7942
1233,Nombre_1233,Apellido_1233,Ejecutivo de Cuentas,Jutiapa,Sucursal/Agencia 224,+502 1126-3723
1234,Nombre_1234,Apellido_1234,Asesor Financiero,Jalapa,Sucursal/Agencia 280,+502 8089-2099
1235,Nombre_1235,Apellido_1235,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 779,+502 1464-8345
1236,Nombre_1236,Apellido_1236,Ejecutivo de Cuentas,Jalapa,Sucursal/Agencia 353,+502 8806-1907
1237,Nombre_1237,Apellido_1237,Ejecutivo de Cuentas,Escuintla,Sucursal/Agencia 694,+502 6657-7069
1238,Nombre_1238,Apellido_1238,Gerente de Sucursal,Escuintla,Sucursal/Agencia 456,+502 7739-8694
1239,Nombre_1239,Apellido_1239,Administrador,Chiquimula,Sucursal/Agencia 936,+502 5957-5665
1240,Nombre_1240,Apellido_1240,Oficial de Crédito,Quetzaltenango,Sucursal/Agencia 573,+502 6003-3111
1241,Nombre_1241,Apellido_1241,Gerente de Sucursal,Alta Verapaz,Sucursal/Agencia 58,+502 7529-9110
1242,Nombre_1242,Apellido_1242,Atención al Cliente,Escuintla,Sucursal/Agencia 909,+502 4012-9871
1243,Nombre_1243,Apellido_1243,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 161,+502 6082-8955
1244,Nombre_1244,Apellido_1244,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 113,+502 7780-8686
1245,Nombre_1245,Apellido_1245,Auditor Interno,Petén,Sucursal/Agencia 745,+502 9331-3197
1246,Nombre_1246,Apellido_1246,Atención al Cliente,Petén,Sucursal/Agencia 377,+502 6627-1968
1247,Nombre_1247,Apellido_1247,Cajero,Jutiapa,Sucursal/Agencia 209,+502 5225-9923
1248,Nombre_1248,Apellido_1248,Cumplimiento,Jutiapa,Sucursal/Agencia 749,+502 6872-9318
1249,Nombre_1249,Apellido_1249,Cumplimiento,Quetzaltenango,Sucursal/Agencia 151,+502 1999-6442
1250,Nombre_1250,Apellido_1250,Administrador,Sacatepéquez,Sucursal/Agencia 161,+502 8717-4016
1251,Nombre_1251,Apellido_1251,Soporte Técnico,Huehuetenango,Sucursal/Agencia 755,+502 9332-1682
1252,Nombre_1252,Apellido_1252,Gerente de Sucursal,Petén,Sucursal/Agencia 18,+502 1453-5083
1253,Nombre_1253,Apellido_1253,Asesor Financiero,Petén,Sucursal/Agencia 300,+502 5009-3861
1254,Nombre_1254,Apellido_1254,Cumplimiento,Jalapa,Sucursal/Agencia 385,+502 1616-2029
1255,Nombre_1255,Apellido_1255,Atención al Cliente,Sacatepéquez,Sucursal/Agencia 985,+502 2264-3247
1256,Nombre_1256,Apellido_1256,Soporte Técnico,Jutiapa,Sucursal/Agencia 776,+502 3629-7164
1257,Nombre_1257,Apellido_1257,Oficial de Crédito,Petén,Sucursal/Agencia 662,+502 2336-8614
1258,Nombre_1258,Apellido_1258,Atención al Cliente,Sacatepéquez,Sucursal/Agencia 246,+502 2446-2738
1259,Nombre_1259,Apellido_1259,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 790,+502 8402-3196
1260,Nombre_1260,Apellido_1260,Auditor Interno,Jutiapa,Sucursal/Agencia 150,+502 5583-7776
1261,Nombre_1261,Apellido_1261,Cumplimiento,Guatemala,Sucursal/Agencia 398,+502 4183-7843
1262,Nombre_1262,Apellido_1262,Cajero,Jalapa,Sucursal/Agencia 163,+502 2549-1129
1263,Nombre_1263,Apellido_1263,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 922,+502 5187-6737
1264,Nombre_1264,Apellido_1264,Auditor Interno,Jalapa,Sucursal/Agencia 893,+502 5879-8381
1265,Nombre_1265,Apellido_1265,Ejecutivo de Cuentas,Guatemala,Sucursal/Agencia 179,+502 7741-8658
1266,Nombre_1266,Apellido_1266,Soporte Técnico,Jutiapa,Sucursal/Agencia 296,+502 9974-3338
1267,Nombre_1267,Apellido_1267,Administrador,Chiquimula,Sucursal/Agencia 235,+502 5021-7351
1268,Nombre_1268,Apellido_1268,Ejecutivo de Cuentas,Guatemala,Sucursal/Agencia 916,+502 6771-5283
1269,Nombre_1269,Apellido_1269,Gerente de Sucursal,Alta Verapaz,Sucursal/Agencia 546,+502 1067-8239
1270,Nombre_1270,Apellido_1270,Ejecutivo de Cuentas,Guatemala,Sucursal/Agencia 213,+502 5783-6703
1271,Nombre_1271,Apellido_1271,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 898,+502 8109-9741
1272,Nombre_1272,Apellido_1272,Cajero,Guatemala,Sucursal/Agencia 398,+502 1936-6204
1273,Nombre_1273,Apellido_1273,Gerente de Sucursal,Escuintla,Sucursal/Agencia 208,+502 9390-4361
1274,Nombre_1274,Apellido_1274,Atención al Cliente,Quetzaltenango,Sucursal/Agencia 715,+502 8398-6672
1275,Nombre_1275,Apellido_1275,Oficial de Crédito,Huehuetenango,Sucursal/Agencia 934,+502 6734-9365
1276,Nombre_1276,Apellido_1276,Atención al Cliente,Guatemala,Sucursal/Agencia 242,+502 8657-2805
1277,Nombre_1277,Apellido_1277,Cumplimiento,Jalapa,Sucursal/Agencia 487,+502 1132-6286
1278,Nombre_1278,Apellido_1278,Asesor Financiero,Petén,Sucursal/Agencia 466,+502 1597-1587
1279,Nombre_1279,Apellido_1279,Administrador,Petén,Sucursal/Agencia 479,+502 8716-5374
1280,Nombre_1280,Apellido_1280,Auditor Interno,Alta Verapaz,Sucursal/Agencia 304,+502 9325-3789
1281,Nombre_1281,Apellido_1281,Administrador,Chiquimula,Sucursal/Agencia 226,+502 6551-3034
1282,Nombre_1282,Apellido_1282,Auditor Interno,Alta Verapaz,Sucursal/Agencia 319,+502 8731-1161
1283,Nombre_1283,Apellido_1283,Auditor Interno,Petén,Sucursal/Agencia 762,+502 2782-6631
1284,Nombre_1284,Apellido_1284,Auditor Interno,Escuintla,Sucursal/Agencia 531,+502 8671-2511
1285,Nombre_1285,Apellido_1285,Gerente de Sucursal,Petén,Sucursal/Agencia 396,+502 1854-3432
